seq_id	sample	nread
LPKIL2617-22	GFHB52	44
LPKIL2618-22	GFHB52	75
LPKIL2619-22	GFHB52	59
LPKIL2620-22	GFHB52	66
LPKIL2621-22	GFHB52	57
LPKIL2622-22	GFHB52	50
LPKIL2623-22	GFHB52	54
LPKIL2624-22	GFHB52	16
LPKIL2625-22	GFHB52	48
LPKIL2626-22	GFHB52	54
LPKIL2627-22	GFHB52	63
LPKIL2628-22	GFHB52	67
LPKIL2629-22	GFHB52	59
LPKIL2630-22	GFHB52	32
LPKIL2631-22	GFHB52	32
LPKIL2632-22	GFHB52	55
LPKIL2633-22	GFHB52	54
LPKIL2634-22	GFHB52	50
LPKIL2635-22	GFHB52	58
LPKIL2636-22	GFHB52	47
LPKIL2637-22	GFHB52	59
LPKIL2638-22	GFHB52	48
LPKIL2639-22	GFHB52	59
LPKIL2640-22	GFHB52	58
LPKIL2641-22	GFHB52	63
LPKIL2642-22	GFHB52	40
LPKIL2643-22	GFHB52	17
LPKIL2644-22	GFHB52	43
LPKIL2645-22	GFHB52	52
LPKIL2646-22	GFHB52	41
LPKIL2647-22	GFHB52	46
LPKIL2648-22	GFHB52	50
LPKIL2649-22	GFHB52	21
LPKIL2650-22	GFHB52	52
LPKIL2651-22	GFHB52	68
LPKIL2652-22	GFHB52	55
LPKIL2653-22	GFHB52	73
LPKIL2654-22	GFHB52	49
LPKIL2655-22	GFHB52	57
LPKIL2656-22	GFHB52	51
LPKIL2657-22	GFHB52	54
LPKIL2658-22	GFHB52	39
LPKIL2659-22	GFHB52	63
LPKIL2660-22	GFHB52	37
LPKIL2661-22	GFHB52	62
LPKIL2662-22	GFHB52	32
LPKIL2663-22	GFHB52	35
LPKIL2664-22	GFHB52	85
LPKIL2665-22	GFHB52	44
LPKIL2666-22	GFHB52	66
LPKIL2667-22	GFHB52	58
LPKIL2668-22	GFHB52	13
LPKIL2669-22	GFHB52	46
LPKIL2670-22	GFHB52	45
LPKIL2671-22	GFHB52	58
LPKIL2672-22	GFHB52	64
LPKIL2673-22	GFHB52	59
LPKIL2674-22	GFHB52	50
LPKIL2675-22	GFHB52	58
LPKIL2676-22	GFHB52	52
LPKIL2677-22	GFHB52	48
LPKIL2678-22	GFHB52	80
LPKIL2679-22	GFHB52	52
LPKIL2680-22	GFHB52	47
LPKIL2681-22	GFHB52	46
LPKIL2682-22	GFHB52	54
LPKIL2683-22	GFHB52	68
LPKIL2684-22	GFHB52	62
LPKIL2685-22	GFHB52	59
LPKIL2686-22	GFHB52	57
LPKIL2687-22	GFHB52	59
LPKIL2688-22	GFHB52	94
LPKIL2689-22	GFHB52	69
LPKIL2690-22	GFHB52	75
LPKIL2691-22	GFHB52	15
LPKIL2692-22	GFHB52	12
LPKIL2693-22	GFHB52	52
LPKIL2694-22	GFHB52	20
LPKIL2695-22	GFHB52	44
LPKIL2696-22	GFHB52	50
LPKIL2697-22	GFHB52	23
LPKIL2698-22	GFHB52	71
LPKIL2699-22	GFHB52	53
LPKIL2700-22	GFHB52	60
LPKIL2701-22	GFHB52	25
LPKIL2702-22	GFHB52	41
LPKIL2703-22	GFHB52	66
LPKIL2704-22	GFHB52	47
LPKIL2705-22	GFHB52	60
LPKIL2706-22	GFHB52	60
LPKIL2707-22	GFHB52	57
LPKIL2708-22	GFHB52	59
LPKIL2709-22	GFHB52	42
LPKIL2710-22	GFHB52	59
LPKIL2711-22	GFHB52	43
LPKIL2712-22	GFHB52	64
LPKIL2713-22	GFHB52	66
LPKIL2714-22	GFHB52	41
LPKIL2715-22	GFHB52	70
LPKIL2716-22	GFHB52	47
LPKIL2717-22	GFHB52	59
LPKIL2718-22	GFHB52	61
LPKIL2719-22	GFHB52	53
LPKIL2720-22	GFHB52	44
LPKIL2721-22	GFHB52	41
LPKIL2722-22	GFHB52	68
LPKIL2723-22	GFHB52	78
LPKIL2724-22	GFHB52	57
LPKIL2725-22	GFHB52	54
LPKIL2726-22	GFHB52	49
LPKIL2727-22	GFHB52	52
LPKIL2728-22	GFHB52	38
LPKIL2729-22	GFHB52	37
LPKIL2730-22	GFHB52	49
LPKIL2731-22	GFHB52	53
LPKIL2732-22	GFHB52	49
LPKIL2733-22	GFHB52	47
LPKIL2734-22	GFHB52	57
LPKIL2735-22	GFHB52	35
LPKIL2736-22	GFHB52	73
LPKIL2737-22	GFHB52	56
LPKIL2738-22	GFHB52	43
LPKIL2739-22	GFHB52	67
LPKIL2740-22	GFHB52	45
LPKIL2741-22	GFHB52	40
LPKIL2742-22	GFHB52	59
LPKIL2743-22	GFHB52	40
LPKIL2744-22	GFHB52	28
LPKIL2745-22	GFHB52	47
LPKIL2746-22	GFHB52	54
LPKIL2747-22	GFHB52	65
LPKIL2748-22	GFHB52	80
LPKIL2749-22	GFHB52	59
LPKIL2750-22	GFHB52	60
LPKIL2751-22	GFHB52	34
LPKIL2752-22	GFHB52	50
LPKIL2753-22	GFHB52	53
LPKIL2754-22	GFHB52	63
LPKIL2755-22	GFHB52	35
LPKIL2756-22	GFHB52	42
LPKIL2757-22	GFHB52	17
LPKIL2758-22	GFHB52	63
LPKIL2759-22	GFHB52	46
LPKIL2760-22	GFHB52	73
LPKIL2761-22	GFHB52	44
LPKIL2762-22	GFHB52	43
LPKIL2763-22	GFHB52	55
LPKIL2764-22	GFHB52	40
LPKIL2765-22	GFHB52	62
LPKIL2766-22	GFHB52	59
LPKIL2767-22	GFHB52	57
LPKIL2768-22	GFHB52	54
LPKIL2769-22	GFHB52	55
LPKIL2770-22	GFHB52	46
LPKIL2771-22	GFHB52	64
LPKIL2772-22	GFHB52	64
LPKIL2773-22	GFHB52	64
LPKIL2774-22	GFHB52	39
LPKIL2775-22	GFHB52	49
LPKIL2777-22	GFHB52	52
LPKIL2778-22	GFHB52	68
LPKIL2779-22	GFHB52	61
LPKIL2780-22	GFHB52	54
LPKIL2781-22	GFHB52	52
LPKIL2782-22	GFHB52	57
LPKIL2783-22	GFHB52	41
LPKIL2784-22	GFHB52	66
LPKIL2785-22	GFHB52	53
LPKIL2786-22	GFHB52	56
LPKIL2787-22	GFHB52	58
LPKIL2788-22	GFHB52	25
LPKIL2789-22	GFHB52	58
LPKIL2790-22	GFHB52	47
LPKIL2791-22	GFHB52	28
LPKIL2792-22	GFHB52	59
LPKIL2793-22	GFHB52	40
LPKIL2794-22	GFHB52	71
LPKIL2795-22	GFHB52	27
LPKIL2796-22	GFHB52	64
LPKIL2797-22	GFHB52	52
LPKIL2798-22	GFHB52	47
LPKIL2799-22	GFHB52	67
LPKIL2800-22	GFHB52	46
LPKIL2801-22	GFHB52	66
LPKIL2802-22	GFHB52	34
LPKIL2803-22	GFHB52	51
LPKIL2804-22	GFHB52	71
LPKIL2805-22	GFHB52	47
LPKIL2806-22	GFHB52	62
LPKIL2807-22	GFHB52	57
LPKIL2808-22	GFHB52	45
LPKIL2809-22	GFHB52	88
LPKIL2810-22	GFHB52	13
LPKIL2811-22	GFHB52	47
LPKIL2812-22	GFHB52	40
LPKIL2813-22	GFHB52	61
LPKIL2814-22	GFHB52	52
LPKIL2815-22	GFHB52	73
LPKIL2816-22	GFHB52	54
LPKIL2817-22	GFHB52	66
LPKIL2818-22	GFHB52	55
LPKIL2819-22	GFHB52	84
LPKIL2820-22	GFHB52	62
LPKIL2821-22	GFHB52	22
LPKIL2822-22	GFHB52	41
LPKIL2823-22	GFHB52	64
LPKIL2824-22	GFHB52	47
LPKIL2825-22	GFHB52	45
LPKIL2826-22	GFHB52	47
LPKIL2827-22	GFHB52	41
LPKIL2828-22	GFHB52	72
LPKIL2829-22	GFHB52	21
LPKIL2830-22	GFHB52	75
LPKIL2831-22	GFHB52	69
LPKIL2832-22	GFHB52	58
LPKIL2833-22	GFHB52	44
LPKIL2834-22	GFHB52	51
LPKIL2835-22	GFHB52	33
LPKIL2836-22	GFHB52	57
LPKIL2837-22	GFHB52	52
LPKIL2838-22	GFHB52	34
LPKIL2839-22	GFHB52	68
LPKIL2840-22	GFHB52	65
LPKIL2841-22	GFHB52	57
LPKIL2842-22	GFHB52	66
LPKIL2843-22	GFHB52	64
LPKIL2844-22	GFHB52	61
LPKIL2845-22	GFHB52	79
LPKIL2846-22	GFHB52	40
LPKIL2847-22	GFHB52	50
LPKIL2848-22	GFHB52	39
LPKIL2849-22	GFHB52	67
LPKIL2850-22	GFHB52	63
LPKIL2851-22	GFHB52	43
LPKIL2852-22	GFHB52	54
LPKIL2853-22	GFHB52	63
LPKIL2854-22	GFHB52	66
LPKIL2855-22	GFHB52	57
LPKIL2856-22	GFHB52	50
LPKIL2857-22	GFHB52	62
LPKIL2858-22	GFHB52	63
LPKIL2859-22	GFHB52	71
LPKIL2860-22	GFHB52	59
LPKIL2861-22	GFHB52	31
LPKIL2862-22	GFHB52	46
LPKIL2863-22	GFHB52	60
LPKIL2864-22	GFHB52	54
LPKIL2865-22	GFHB52	66
LPKIL2866-22	GFHB52	73
LPKIL2867-22	GFHB52	43
LPKIL2868-22	GFHB52	58
LPKIL2869-22	GFHB52	61
LPKIL2870-22	GFHB52	63
LPKIL2871-22	GFHB52	37
LPKIL2872-22	GFHB52	57
LPKIL2873-22	GFHB52	41
LPKIL2874-22	GFHB52	63
LPKIL2875-22	GFHB52	56
LPKIL2876-22	GFHB52	67
LPKIL2877-22	GFHB52	62
LPKIL2878-22	GFHB52	62
LPKIL2879-22	GFHB52	61
LPKIL2880-22	GFHB52	64
LPKIL2881-22	GFHB52	54
LPKIL2882-22	GFHB52	47
LPKIL2883-22	GFHB52	19
LPKIL2884-22	GFHB52	67
LPKIL2885-22	GFHB52	56
LPKIL2886-22	GFHB52	78
LPKIL2887-22	GFHB52	25
LPKIL2888-22	GFHB52	52
LPKIL2889-22	GFHB52	71
LPKIL2890-22	GFHB52	77
LPKIL2891-22	GFHB52	88
LPKIL2892-22	GFHB52	43
LPKIL2893-22	GFHB52	48
LPKIL2894-22	GFHB52	44
LPKIL2895-22	GFHB52	45
LPKIL2896-22	GFHB52	51
LPKIL2897-22	GFHB52	68
LPKIL2898-22	GFHB52	50
LPKIL2899-22	GFHB52	60
LPKIL2900-22	GFHB52	32
LPKIL2901-22	GFHB52	53
LPKIL2902-22	GFHB52	62
LPKIL2904-22	GFHB52	45
LPKIL2905-22	GFHB52	53
LPKIL2906-22	GFHB52	54
LPKIL2907-22	GFHB52	31
LPKIL2908-22	GFHB52	71
LPKIL2909-22	GFHB52	54
LPKIL2910-22	GFHB52	70
LPKIL2911-22	GFHB52	66
LPKIL2912-22	GFHB52	66
LPKIL2913-22	GFHB52	65
LPKIL2914-22	GFHB52	49
LPKIL2915-22	GFHB52	54
LPKIL2916-22	GFHB52	83
LPKIL2917-22	GFHB52	34
LPKIL2918-22	GFHB52	50
LPKIL2919-22	GFHB52	33
LPKIL2920-22	GFHB52	56
LPKIL2921-22	GFHB52	43
LPKIL2922-22	GFHB52	48
LPKIL2923-22	GFHB52	54
LPKIL2924-22	GFHB52	66
LPKIL2925-22	GFHB52	45
LPKIL2926-22	GFHB52	58
LPKIL2927-22	GFHB52	56
LPKIL2928-22	GFHB52	59
LPKIL2929-22	GFHB52	5
LPKIL2930-22	GFHB52	49
LPKIL2931-22	GFHB52	24
LPKIL2932-22	GFHB52	51
LPKIL2933-22	GFHB52	42
LPKIL2934-22	GFHB52	48
LPKIL2935-22	GFHB52	8
LPKIL2936-22	GFHB52	53
LPKIL2937-22	GFHB52	5
LPKIL2938-22	GFHB52	62
LPKIL2939-22	GFHB52	46
LPKIL2940-22	GFHB52	3
LPKIL2941-22	GFHB52	43
LPKIL2942-22	GFHB52	59
LPKIL2943-22	GFHB52	31
LPKIL2944-22	GFHB52	12
LPKIL2945-22	GFHB52	50
LPKIL2946-22	GFHB52	37
LPKIL2947-22	GFHB52	13
LPKIL2948-22	GFHB52	44
LPKIL2949-22	GFHB52	52
LPKIL2950-22	GFHB52	35
LPKIL2952-22	GFHB52	51
LPKIL2953-22	GFHB52	28
LPKIL2954-22	GFHB52	41
LPKIL2955-22	GFHB52	52
LPKIL2956-22	GFHB52	43
LPKIL2957-22	GFHB52	32
LPKIL2958-22	GFHB52	36
LPKIL2959-22	GFHB52	6
LPKIL2960-22	GFHB52	6
LPKIL2961-22	GFHB52	12
LPKIL2962-22	GFHB52	44
LPKIL2963-22	GFHB52	34
LPKIL2964-22	GFHB52	29
LPKIL2965-22	GFHB52	4
LPKIL2966-22	GFHB52	31
LPKIL2967-22	GFHB52	41
LPKIL2968-22	GFHB52	6
LPKIL2969-22	GFHB52	31
LPKIL2970-22	GFHB52	31
LPKIL2971-22	GFHB52	24
LPKIL2973-22	GFHB52	64
LPKIL2974-22	GFHB52	41
LPKIL2975-22	GFHB52	49
LPKIL2976-22	GFHB52	42
LPKIL2977-22	GFHB52	15
LPKIL2978-22	GFHB52	29
LPKIL2979-22	GFHB52	6
LPKIL2980-22	GFHB52	18
LPKIL2981-22	GFHB52	39
LPKIL2982-22	GFHB52	32
LPKIL2983-22	GFHB52	31
LPKIL2984-22	GFHB52	59
LPKIL2985-22	GFHB52	57
LPKIL2986-22	GFHB52	75
LPKIL2987-22	GFHB52	51
LPKIL2988-22	GFHB52	5
LPKIL2989-22	GFHB52	49
LPKIL2990-22	GFHB52	52
LPKIL2991-22	GFHB52	53
LPKIL2992-22	GFHB52	35
LPKIL2993-22	GFHB52	51
LPKIL2994-22	GFHB52	46
LPKIL2995-22	GFHB52	16
LPKIL2996-22	GFHB52	35
LPKIL2997-22	GFHB52	4
LPKIL2998-22	GFHB52	41
LPKIL2999-22	GFHB52	50
LPKIL3000-22	GFHB52	42
LPKIL3001-22	GFHB52	45
LPKIL3003-22	GFHB52	51
LPKIL3004-22	GFHB52	27
LPKIL3005-22	GFHB52	37
LPKIL3006-22	GFHB52	9
LPKIL3007-22	GFHB52	38
LPKIL3008-22	GFHB52	48
LPKIL3009-22	GFHB52	73
LPKIL3010-22	GFHB52	41
LPKIL3011-22	GFHB52	47
LPKIL3012-22	GFHB52	52
LPKIL3013-22	GFHB52	58
LPKIL3014-22	GFHB52	61
LPKIL3015-22	GFHB52	41
LPKIL3016-22	GFHB52	35
LPKIL3017-22	GFHB52	51
LPKIL3018-22	GFHB52	64
LPKIL3019-22	GFHB52	52
LPKIL3020-22	GFHB52	58
LPKIL3021-22	GFHB52	51
LPKIL3022-22	GFHB52	53
LPKIL3023-22	GFHB52	48
LPKIL3024-22	GFHB52	40
LPKIL3025-22	GFHB52	52
LPKIL3026-22	GFHB52	51
LPKIL3027-22	GFHB52	39
LPKIL3028-22	GFHB52	60
LPKIL3029-22	GFHB52	52
LPKIL3030-22	GFHB52	31
LPKIL3031-22	GFHB52	39
LPKIL3032-22	GFHB52	18
LPKIL3033-22	GFHB52	39
LPKIL3034-22	GFHB52	43
LPKIL3035-22	GFHB52	43
LPKIL3036-22	GFHB52	62
LPKIL3037-22	GFHB52	65
LPKIL3038-22	GFHB52	51
LPKIL3039-22	GFHB52	62
LPKIL3040-22	GFHB52	58
LPKIL3041-22	GFHB52	62
LPKIL3042-22	GFHB52	44
LPKIL3043-22	GFHB52	60
LPKIL3044-22	GFHB52	58
LPKIL3045-22	GFHB52	20
LPKIL3046-22	GFHB52	55
LPKIL3047-22	GFHB52	57
LPKIL3048-22	GFHB52	60
LPKIL3049-22	GFHB52	52
LPKIL3050-22	GFHB52	41
LPKIL3051-22	GFHB52	42
LPKIL3052-22	GFHB52	57
LPKIL3053-22	GFHB52	45
LPKIL3054-22	GFHB52	44
LPKIL3055-22	GFHB52	41
LPKIL3056-22	GFHB52	51
LPKIL3057-22	GFHB52	66
LPKIL3058-22	GFHB52	46
LPKIL3059-22	GFHB52	53
LPKIL3060-22	GFHB52	43
LPKIL3061-22	GFHB52	44
LPKIL3062-22	GFHB52	50
LPKIL3063-22	GFHB52	59
LPKIL3064-22	GFHB52	62
LPKIL3065-22	GFHB52	48
LPKIL3066-22	GFHB52	58
LPKIL3067-22	GFHB52	57
LPKIL3068-22	GFHB52	63
LPKIL3069-22	GFHB52	42
LPKIL3070-22	GFHB52	45
LPKIL3071-22	GFHB52	49
LPKIL3072-22	GFHB52	64
LPKIL3073-22	GFHB52	66
LPKIL3074-22	GFHB52	50
LPKIL3075-22	GFHB52	48
LPKIL3076-22	GFHB52	15
LPKIL3077-22	GFHB52	53
LPKIL3078-22	GFHB52	49
LPKIL3079-22	GFHB52	66
LPKIL3080-22	GFHB52	47
LPKIL3081-22	GFHB52	50
LPKIL3082-22	GFHB52	48
LPKIL3083-22	GFHB52	60
LPKIL3084-22	GFHB52	52
LPKIL3085-22	GFHB52	38
LPKIL3086-22	GFHB52	84
LPKIL3087-22	GFHB52	53
LPKIL3088-22	GFHB52	80
LPKIL3089-22	GFHB52	6
LPKIL3090-22	GFHB52	57
LPKIL3091-22	GFHB52	38
LPKIL3092-22	GFHB52	52
LPKIL3093-22	GFHB52	79
LPKIL3094-22	GFHB52	66
LPKIL3095-22	GFHB52	62
LPKIL3096-22	GFHB52	52
LPKIL3097-22	GFHB52	51
LPKIL3098-22	GFHB52	55
LPKIL3099-22	GFHB52	50
LPKIL3100-22	GFHB52	58
LPKIL3101-22	GFHB52	55
LPKIL3102-22	GFHB52	51
LPKIL3103-22	GFHB52	85
LPKIL3104-22	GFHB52	41
LPKIL3105-22	GFHB52	23
LPKIL3107-22	GFHB52	43
LPKIL3108-22	GFHB52	21
LPKIL3109-22	GFHB52	50
LPKIL3110-22	GFHB52	45
LPKIL3111-22	GFHB52	24
LPKIL3112-22	GFHB52	37
LPKIL3113-22	GFHB52	33
LPKIL3114-22	GFHB52	62
LPKIL3115-22	GFHB52	43
LPKIL3116-22	GFHB52	52
LPKIL3117-22	GFHB52	9
LPKIL3118-22	GFHB52	19
LPKIL3119-22	GFHB52	34
LPKIL3120-22	GFHB52	36
LPKIL3121-22	GFHB52	39
LPKIL3122-22	GFHB52	33
LPKIL3123-22	GFHB52	27
LPKIL3124-22	GFHB52	37
LPKIL3125-22	GFHB52	43
LPKIL3126-22	GFHB52	4
LPKIL3127-22	GFHB52	32
LPKIL3128-22	GFHB52	53
LPKIL3129-22	GFHB52	23
LPKIL3130-22	GFHB52	16
LPKIL3131-22	GFHB52	13
LPKIL3132-22	GFHB52	39
LPKIL3133-22	GFHB52	53
LPKIL3134-22	GFHB52	47
LPKIL3135-22	GFHB52	4
LPKIL3136-22	GFHB52	29
LPKIL3137-22	GFHB52	14
LPKIL3138-22	GFHB52	56
LPKIL3139-22	GFHB52	30
LPKIL3140-22	GFHB52	48
LPKIL3141-22	GFHB52	6
LPKIL3142-22	GFHB52	42
LPKIL3143-22	GFHB52	32
LPKIL3144-22	GFHB52	3
LPKIL3145-22	GFHB52	24
LPKIL3146-22	GFHB52	45
LPKIL3147-22	GFHB52	52
LPKIL3148-22	GFHB52	3
LPKIL3149-22	GFHB52	32
LPKIL3150-22	GFHB52	8
LPKIL3151-22	GFHB52	55
LPKIL3152-22	GFHB52	44
LPKIL3153-22	GFHB52	42
LPKIL3154-22	GFHB52	47
LPKIL3155-22	GFHB52	10
LPKIL3156-22	GFHB52	46
LPKIL3157-22	GFHB52	6
LPKIL3158-22	GFHB52	50
LPKIL3159-22	GFHB52	31
LPKIL3160-22	GFHB52	34
LPKIL3161-22	GFHB52	38
LPKIL3162-22	GFHB52	48
LPKIL3163-22	GFHB52	40
LPKIL3164-22	GFHB52	45
LPKIL3165-22	GFHB52	35
LPKIL3166-22	GFHB52	40
LPKIL3167-22	GFHB52	34
LPKIL3168-22	GFHB52	31
LPKIL3169-22	GFHB52	24
LPKIL3170-22	GFHB52	40
LPKIL3171-22	GFHB52	22
LPKIL3172-22	GFHB52	41
LPKIL3173-22	GFHB52	5
LPKIL3174-22	GFHB52	6
LPKIL3175-22	GFHB52	45
LPKIL3176-22	GFHB52	63
LPKIL3177-22	GFHB52	64
LPKIL3178-22	GFHB52	25
LPKIL3179-22	GFHB52	4
LPKIL3180-22	GFHB52	38
LPKIL3181-22	GFHB52	50
LPKIL3182-22	GFHB52	45
LPKIL3183-22	GFHB52	59
LPKIL3184-22	GFHB52	35
LPKIL3185-22	GFHB52	42
LPKIL3186-22	GFHB52	50
LPKIL3187-22	GFHB52	32
LPKIL3189-22	GFHB52	47
LPKIL3190-22	GFHB52	6
LPKIL3191-22	GFHB52	52
LPKIL3192-22	GFHB52	28
LPKIL3193-22	GFHB52	29
LPKIL3194-22	GFHB52	41
LPKIL3195-22	GFHB52	28
LPKIL3196-22	GFHB52	51
LPKIL3197-22	GFHB52	22
LPKIL3198-22	GFHB52	68
LPKIL3199-22	GFHB52	60
LPKIL3200-22	GFHB52	54
LPKIL3201-22	GFHB52	57
LPKIL3202-22	GFHB52	53
LPKIL3203-22	GFHB52	50
LPKIL3204-22	GFHB52	66
LPKIL3205-22	GFHB52	55
LPKIL3207-22	GFHB52	32
LPKIL3208-22	GFHB52	38
LPKIL3209-22	GFHB52	56
LPKIL3210-22	GFHB52	46
LPKIL3211-22	GFHB52	42
LPKIL3212-22	GFHB52	45
LPKIL3213-22	GFHB52	46
LPKIL3214-22	GFHB52	51
LPKIL3215-22	GFHB52	24
LPKIL3216-22	GFHB52	34
LPKIL3217-22	GFHB52	39
LPKIL3218-22	GFHB52	38
LPKIL3219-22	GFHB52	47
LPKIL3220-22	GFHB52	51
LPKIL3221-22	GFHB52	35
LPKIL3222-22	GFHB52	58
LPKIL3223-22	GFHB52	51
LPKIL3224-22	GFHB52	58
LPKIL3225-22	GFHB52	56
LPKIL3226-22	GFHB52	49
LPKIL3227-22	GFHB52	50
LPKIL3228-22	GFHB52	69
LPKIL3229-22	GFHB52	62
LPKIL3230-22	GFHB52	54
LPKIL3231-22	GFHB52	42
LPKIL3232-22	GFHB52	62
LPKIL3233-22	GFHB52	50
LPKIL3234-22	GFHB52	28
LPKIL3235-22	GFHB52	51
LPKIL3236-22	GFHB52	41
LPKIL3237-22	GFHB52	38
LPKIL3238-22	GFHB52	45
LPKIL3239-22	GFHB52	56
LPKIL3240-22	GFHB52	33
LPKIL3241-22	GFHB52	51
LPKIL3242-22	GFHB52	57
LPKIL3243-22	GFHB52	45
LPKIL3244-22	GFHB52	45
LPKIL3245-22	GFHB52	1
LPKIL3246-22	GFHB52	6
LPKIL3247-22	GFHB52	44
LPKIL3248-22	GFHB52	60
LPKIL3249-22	GFHB52	53
LPKIL3250-22	GFHB52	54
LPKIL3251-22	GFHB52	46
LPKIL3252-22	GFHB52	24
LPKIL3253-22	GFHB52	52
LPKIL3254-22	GFHB52	53
LPKIL3255-22	GFHB52	49
LPKIL3256-22	GFHB52	40
LPKIL3257-22	GFHB52	53
LPKIL3258-22	GFHB52	54
LPKIL3259-22	GFHB52	62
LPKIL3260-22	GFHB52	67
LPKIL3261-22	GFHB52	47
LPKIL3262-22	GFHB52	42
LPKIL3263-22	GFHB52	49
LPKIL3264-22	GFHB52	70
LPKIL3265-22	GFHB52	54
LPKIL3266-22	GFHB52	34
LPKIL3267-22	GFHB52	48
LPKIL3268-22	GFHB52	54
LPKIL3269-22	GFHB52	43
LPKIL3270-22	GFHB52	68
LPKIL3271-22	GFHB52	54
LPKIL3273-22	GFHB52	51
LPKIL3274-22	GFHB52	38
LPKIL3275-22	GFHB52	52
LPKIL3276-22	GFHB52	43
LPKIL3277-22	GFHB52	52
LPKIL3278-22	GFHB52	25
LPKIL3279-22	GFHB52	60
LPKIL3280-22	GFHB52	51
LPKIL3281-22	GFHB52	68
LPKIL3282-22	GFHB52	54
LPKIL3283-22	GFHB52	43
LPKIL3284-22	GFHB52	41
LPKIL3285-22	GFHB52	45
LPKIL3286-22	GFHB52	51
LPKIL3287-22	GFHB52	53
LPKIL3288-22	GFHB52	46
LPKIL3289-22	GFHB52	62
LPKIL3290-22	GFHB52	64
LPKIL3291-22	GFHB52	54
LPKIL3292-22	GFHB52	59
LPKIL3293-22	GFHB52	30
LPKIL3294-22	GFHB52	80
LPKIL3295-22	GFHB52	58
LPKIL3296-22	GFHB52	98
LPKIL3297-22	GFHB52	63
LPKIL3298-22	GFHB52	68
LPKIL3299-22	GFHB52	109
LPKIL3300-22	GFHB52	60
LPKIL3301-22	GFHB52	60
LPKIL3302-22	GFHB52	57
LPKIL3303-22	GFHB52	74
LPKIL3304-22	GFHB52	63
LPKIL3305-22	GFHB52	76
LPKIL3306-22	GFHB52	49
LPKIL3307-22	GFHB52	75
LPKIL3308-22	GFHB52	69
LPKIL3309-22	GFHB52	8
LPKIL3310-22	GFHB52	80
LPKIL3311-22	GFHB52	64
LPKIL3312-22	GFHB52	60
LPKIL3313-22	GFHB52	63
LPKIL3314-22	GFHB52	68
LPKIL3315-22	GFHB52	64
LPKIL3316-22	GFHB52	57
LPKIL3317-22	GFHB52	82
LPKIL3318-22	GFHB52	72
LPKIL3319-22	GFHB52	51
LPKIL3320-22	GFHB52	52
LPKIL3321-22	GFHB52	79
LPKIL3322-22	GFHB52	56
LPKIL3323-22	GFHB52	65
LPKIL3324-22	GFHB52	54
LPKIL3325-22	GFHB52	75
LPKIL3326-22	GFHB52	85
LPKIL3327-22	GFHB52	81
LPKIL3328-22	GFHB52	65
LPKIL3329-22	GFHB52	62
LPKIL3330-22	GFHB52	60
LPKIL3331-22	GFHB52	57
LPKIL3332-22	GFHB52	59
LPKIL3333-22	GFHB52	69
LPKIL3334-22	GFHB52	69
LPKIL3335-22	GFHB52	69
LPKIL3336-22	GFHB52	58
LPKIL3337-22	GFHB52	68
LPKIL3338-22	GFHB52	78
LPKIL3339-22	GFHB52	46
LPKIL3340-22	GFHB52	75
LPKIL3341-22	GFHB52	65
LPKIL3342-22	GFHB52	76
LPKIL3343-22	GFHB52	67
LPKIL3344-22	GFHB52	80
LPKIL3345-22	GFHB52	50
LPKIL3346-22	GFHB52	81
LPKIL3347-22	GFHB52	82
LPKIL3348-22	GFHB52	64
LPKIL3349-22	GFHB52	59
LPKIL3350-22	GFHB52	50
LPKIL3351-22	GFHB52	80
LPKIL3352-22	GFHB52	55
LPKIL3353-22	GFHB52	57
LPKIL3354-22	GFHB52	70
LPKIL3355-22	GFHB52	54
LPKIL3356-22	GFHB52	79
LPKIL3357-22	GFHB52	73
LPKIL3358-22	GFHB52	60
LPKIL3359-22	GFHB52	48
LPKIL3360-22	GFHB52	49
LPKIL3361-22	GFHB52	63
LPKIL3362-22	GFHB52	31
LPKIL3363-22	GFHB52	30
LPKIL3364-22	GFHB52	73
LPKIL3365-22	GFHB52	80
LPKIL3366-22	GFHB52	55
LPKIL3367-22	GFHB52	54
LPKIL3368-22	GFHB52	53
LPKIL3369-22	GFHB52	64
LPKIL3370-22	GFHB52	59
LPKIL3371-22	GFHB52	81
LPKIL3372-22	GFHB52	34
LPKIL3373-22	GFHB52	68
LPKIL3374-22	GFHB52	55
LPKIL3375-22	GFHB52	70
LPKIL3376-22	GFHB52	61
LPKIL3377-22	GFHB52	68
LPKIL3378-22	GFHB52	62
LPKIL3379-22	GFHB52	59
LPKIL3380-22	GFHB52	66
LPKIL3381-22	GFHB52	5
LPKIL3382-22	GFHB52	57
LPKIL3383-22	GFHB52	17
LPKIL3384-22	GFHB52	54
LPKIL3385-22	GFHB52	43
LPKIL3386-22	GFHB52	66
LPKIL3387-22	GFHB52	63
LPKIL3388-22	GFHB52	57
LPKIL3389-22	GFHB52	62
LPKIL3390-22	GFHB52	57
LPKIL3391-22	GFHB52	71
LPKIL3392-22	GFHB52	70
LPKIL3393-22	GFHB52	55
LPKIL3394-22	GFHB52	35
LPKIL3395-22	GFHB52	69
LPKIL3396-22	GFHB52	18
LPKIL3397-22	GFHB52	46
LPKIL3398-22	GFHB52	22
LPKIL3399-22	GFHB52	55
LPKIL3400-22	GFHB52	42
LPKIL3401-22	GFHB52	52
LPKIL3402-22	GFHB52	61
