seq_id	sample	nread
LPASA1808-22	GE4WUW	23
LPASA1809-22	GE4WUW	32
LPASA1810-22	GE4WUW	24
LPASA1811-22	GE4WUW	26
LPASA1812-22	GE4WUW	25
LPASA1813-22	GE4WUW	12
LPASA1814-22	GE4WUW	23
LPASA1815-22	GE4WUW	23
LPASA1816-22	GE4WUW	27
LPASA1817-22	GE4WUW	29
LPASA1818-22	GE4WUW	16
LPASA1819-22	GE4WUW	20
LPASA1820-22	GE4WUW	30
LPASA1821-22	GE4WUW	29
LPASA1822-22	GE4WUW	29
LPASA1823-22	GE4WUW	25
LPASA1824-22	GE4WUW	21
LPASA1825-22	GE4WUW	27
LPASA1826-22	GE4WUW	30
LPASA1827-22	GE4WUW	23
LPASA1828-22	GE4WUW	32
LPASA1829-22	GE4WUW	23
LPASA1830-22	GE4WUW	24
LPASA1831-22	GE4WUW	27
LPASA1832-22	GE4WUW	25
LPASA1833-22	GE4WUW	28
LPASA1834-22	GE4WUW	31
LPASA1835-22	GE4WUW	33
LPASA1836-22	GE4WUW	15
LPASA1837-22	GE4WUW	21
LPASA1838-22	GE4WUW	26
LPASA1839-22	GE4WUW	31
LPASA1840-22	GE4WUW	14
LPASA1841-22	GE4WUW	30
LPASA1842-22	GE4WUW	25
LPASA1843-22	GE4WUW	44
LPASA1844-22	GE4WUW	29
LPASA1845-22	GE4WUW	36
LPASA1846-22	GE4WUW	40
LPASA1848-22	GE4WUW	10
LPASA1849-22	GE4WUW	4
LPASA1850-22	GE4WUW	13
LPASA1851-22	GE4WUW	13
LPASA1852-22	GE4WUW	7
LPASA1853-22	GE4WUW	8
LPASA1854-22	GE4WUW	5
LPASA1855-22	GE4WUW	5
LPASA1856-22	GE4WUW	8
LPASA1857-22	GE4WUW	8
LPASA1858-22	GE4WUW	11
LPASA1859-22	GE4WUW	11
LPASA1860-22	GE4WUW	7
LPASA1861-22	GE4WUW	7
LPASA1862-22	GE4WUW	3
LPASA1863-22	GE4WUW	9
LPASA1864-22	GE4WUW	7
LPASA1865-22	GE4WUW	7
LPASA1866-22	GE4WUW	11
LPASA1867-22	GE4WUW	8
LPASA1868-22	GE4WUW	5
LPASA1869-22	GE4WUW	12
LPASA1870-22	GE4WUW	7
LPASA1871-22	GE4WUW	6
LPASA1872-22	GE4WUW	5
LPASA1873-22	GE4WUW	4
LPASA1874-22	GE4WUW	8
LPASA1875-22	GE4WUW	4
LPASA1876-22	GE4WUW	5
LPASA1877-22	GE4WUW	6
LPASA1878-22	GE4WUW	8
LPASA1879-22	GE4WUW	4
LPASA1880-22	GE4WUW	4
LPASA1881-22	GE4WUW	5
LPASA1882-22	GE4WUW	8
LPASA1883-22	GE4WUW	7
LPASA1884-22	GE4WUW	7
LPASA1885-22	GE4WUW	5
LPASA1886-22	GE4WUW	5
LPASA1887-22	GE4WUW	5
LPASA1889-22	GE4WUW	6
LPASA1890-22	GE4WUW	6
LPASA1891-22	GE4WUW	5
LPASA1892-22	GE4WUW	13
LPASA1893-22	GE4WUW	14
LPASA1894-22	GE4WUW	15
LPASA1895-22	GE4WUW	8
LPASA1896-22	GE4WUW	9
LPASA1897-22	GE4WUW	11
LPASA1898-22	GE4WUW	10
LPASA1899-22	GE4WUW	7
LPASA1900-22	GE4WUW	6
LPASA1901-22	GE4WUW	4
LPASA1902-22	GE4WUW	14
LPASA1903-22	GE4WUW	7
LPASA1904-22	GE4WUW	5
LPASA1905-22	GE4WUW	13
LPASA1906-22	GE4WUW	10
LPASA1907-22	GE4WUW	11
LPASA1908-22	GE4WUW	5
LPASA1909-22	GE4WUW	9
LPASA1910-22	GE4WUW	2
LPASA1911-22	GE4WUW	8
LPASA1912-22	GE4WUW	8
LPASA1913-22	GE4WUW	5
LPASA1914-22	GE4WUW	5
LPASA1915-22	GE4WUW	5
LPASA1916-22	GE4WUW	4
LPASA1917-22	GE4WUW	7
LPASA1918-22	GE4WUW	12
LPASA1919-22	GE4WUW	8
LPASA1920-22	GE4WUW	9
LPASA1921-22	GE4WUW	9
LPASA1922-22	GE4WUW	20
LPASA1924-22	GE4WUW	9
LPASA1925-22	GE4WUW	6
LPASA1926-22	GE4WUW	8
LPASA1927-22	GE4WUW	13
LPASA1928-22	GE4WUW	8
LPASA1929-22	GE4WUW	12
LPASA1931-22	GE4WUW	35
LPASA1932-22	GE4WUW	7
LPASA1933-22	GE4WUW	10
LPASA1934-22	GE4WUW	13
LPASA1935-22	GE4WUW	4
LPASA1936-22	GE4WUW	3
LPASA1937-22	GE4WUW	6
LPASA1938-22	GE4WUW	6
LPASA1939-22	GE4WUW	11
LPASA1940-22	GE4WUW	15
LPASA1941-22	GE4WUW	10
LPASA1942-22	GE4WUW	24
LPASA1943-22	GE4WUW	23
LPASA1944-22	GE4WUW	29
LPASA1945-22	GE4WUW	21
LPASA1946-22	GE4WUW	16
LPASA1947-22	GE4WUW	17
LPASA1948-22	GE4WUW	23
LPASA1949-22	GE4WUW	19
LPASA1950-22	GE4WUW	30
LPASA1951-22	GE4WUW	26
LPASA1952-22	GE4WUW	24
LPASA1953-22	GE4WUW	28
LPASA1954-22	GE4WUW	16
LPASA1955-22	GE4WUW	11
LPASA1956-22	GE4WUW	23
LPASA1957-22	GE4WUW	17
LPASA1958-22	GE4WUW	24
LPASA1959-22	GE4WUW	18
LPASA1960-22	GE4WUW	30
LPASA1961-22	GE4WUW	18
LPASA1962-22	GE4WUW	27
LPASA1963-22	GE4WUW	15
LPASA1964-22	GE4WUW	12
LPASA1965-22	GE4WUW	16
LPASA1966-22	GE4WUW	33
LPASA1967-22	GE4WUW	22
LPASA1968-22	GE4WUW	12
LPASA1969-22	GE4WUW	26
LPASA1970-22	GE4WUW	15
LPASA1971-22	GE4WUW	9
LPASA1972-22	GE4WUW	18
LPASA1973-22	GE4WUW	12
LPASA1974-22	GE4WUW	18
LPASA1975-22	GE4WUW	20
LPASA1976-22	GE4WUW	23
LPASA1977-22	GE4WUW	17
LPASA1978-22	GE4WUW	31
LPASA1979-22	GE4WUW	25
LPASA1980-22	GE4WUW	29
LPASA1981-22	GE4WUW	18
LPASA1982-22	GE4WUW	17
LPASA1983-22	GE4WUW	23
LPASA1984-22	GE4WUW	29
LPASA1985-22	GE4WUW	25
LPASA1986-22	GE4WUW	25
LPASA1987-22	GE4WUW	21
LPASA1988-22	GE4WUW	17
LPASA1989-22	GE4WUW	24
LPASA1990-22	GE4WUW	20
LPASA1991-22	GE4WUW	24
LPASA1992-22	GE4WUW	19
LPASA1993-22	GE4WUW	23
LPASA1994-22	GE4WUW	24
LPASA1995-22	GE4WUW	23
LPASA1996-22	GE4WUW	18
LPASA1997-22	GE4WUW	22
LPASA1998-22	GE4WUW	20
LPASA1999-22	GE4WUW	18
LPASA2000-22	GE4WUW	16
LPASA2001-22	GE4WUW	17
LPASA2002-22	GE4WUW	26
LPASA2003-22	GE4WUW	26
LPASA2004-22	GE4WUW	32
LPASA2005-22	GE4WUW	21
LPASA2006-22	GE4WUW	31
LPASA2007-22	GE4WUW	18
LPASA2008-22	GE4WUW	23
LPASA2009-22	GE4WUW	23
LPASA2010-22	GE4WUW	25
LPASA2011-22	GE4WUW	25
LPASA2012-22	GE4WUW	16
LPASA2013-22	GE4WUW	25
LPASA2014-22	GE4WUW	27
LPASA2015-22	GE4WUW	33
LPASA2016-22	GE4WUW	28
LPASA2017-22	GE4WUW	25
LPASA2018-22	GE4WUW	26
LPASA2019-22	GE4WUW	31
LPASA2020-22	GE4WUW	21
LPASA2021-22	GE4WUW	22
LPASA2022-22	GE4WUW	12
LPASA2023-22	GE4WUW	23
LPASA2024-22	GE4WUW	27
LPASA2025-22	GE4WUW	29
LPASA2026-22	GE4WUW	18
LPASA2028-22	GE4WUW	30
LPASA2029-22	GE4WUW	20
LPASA2030-22	GE4WUW	31
LPASA2031-22	GE4WUW	22
LPASA2032-22	GE4WUW	15
LPASA2033-22	GE4WUW	19
LPASA2034-22	GE4WUW	21
LPASA2035-22	GE4WUW	15
LPASA2036-22	GE4WUW	17
LPASA2037-22	GE4WUW	8
LPASA2039-22	GE4WUW	10
LPASA2040-22	GE4WUW	18
LPASA2041-22	GE4WUW	11
LPASA2042-22	GE4WUW	8
LPASA2043-22	GE4WUW	8
LPASA2044-22	GE4WUW	10
LPASA2045-22	GE4WUW	4
LPASA2046-22	GE4WUW	7
LPASA2047-22	GE4WUW	6
LPASA2048-22	GE4WUW	9
LPASA2049-22	GE4WUW	11
LPASA2050-22	GE4WUW	9
LPASA2051-22	GE4WUW	4
LPASA2052-22	GE4WUW	10
LPASA2053-22	GE4WUW	5
LPASA2054-22	GE4WUW	6
LPASA2055-22	GE4WUW	4
LPASA2056-22	GE4WUW	13
LPASA2057-22	GE4WUW	6
LPASA2058-22	GE4WUW	6
LPASA2059-22	GE4WUW	13
LPASA2060-22	GE4WUW	16
LPASA2061-22	GE4WUW	6
LPASA2062-22	GE4WUW	9
LPASA2063-22	GE4WUW	11
LPASA2064-22	GE4WUW	26
LPASA2065-22	GE4WUW	9
LPASA2066-22	GE4WUW	9
LPASA2067-22	GE4WUW	24
LPASA2068-22	GE4WUW	9
LPASA2069-22	GE4WUW	6
LPASA2070-22	GE4WUW	6
LPASA2071-22	GE4WUW	7
LPASA2072-22	GE4WUW	2
LPASA2074-22	GE4WUW	7
LPASA2075-22	GE4WUW	8
LPASA2076-22	GE4WUW	10
LPASA2077-22	GE4WUW	5
LPASA2078-22	GE4WUW	8
LPASA2079-22	GE4WUW	8
LPASA2080-22	GE4WUW	6
LPASA2081-22	GE4WUW	2
LPASA2082-22	GE4WUW	8
LPASA2083-22	GE4WUW	11
LPASA2084-22	GE4WUW	13
LPASA2085-22	GE4WUW	3
LPASA2086-22	GE4WUW	6
LPASA2087-22	GE4WUW	3
LPASA2088-22	GE4WUW	4
LPASA2089-22	GE4WUW	5
LPASA2090-22	GE4WUW	8
LPASA2091-22	GE4WUW	6
LPASA2092-22	GE4WUW	8
LPASA2093-22	GE4WUW	5
LPASA2094-22	GE4WUW	6
LPASA2095-22	GE4WUW	6
LPASA2096-22	GE4WUW	5
LPASA2097-22	GE4WUW	9
LPASA2098-22	GE4WUW	14
LPASA2099-22	GE4WUW	12
LPASA2100-22	GE4WUW	5
LPASA2101-22	GE4WUW	11
LPASA2102-22	GE4WUW	7
LPASA2104-22	GE4WUW	3
LPASA2106-22	GE4WUW	6
LPASA2107-22	GE4WUW	6
LPASA2108-22	GE4WUW	12
LPASA2109-22	GE4WUW	10
LPASA2110-22	GE4WUW	7
LPASA2111-22	GE4WUW	7
LPASA2112-22	GE4WUW	12
LPASA2113-22	GE4WUW	9
LPASA2114-22	GE4WUW	7
LPASA2117-22	GE4WUW	2
LPASA2118-22	GE4WUW	6
LPASA2119-22	GE4WUW	13
LPASA2120-22	GE4WUW	13
LPASA2121-22	GE4WUW	26
LPASA2122-22	GE4WUW	6
LPASA2124-22	GE4WUW	12
LPASA2125-22	GE4WUW	7
LPASA2126-22	GE4WUW	10
LPASA2127-22	GE4WUW	6
LPASA2128-22	GE4WUW	7
LPASA2129-22	GE4WUW	4
LPASA2130-22	GE4WUW	4
LPASA2131-22	GE4WUW	2
LPASA2132-22	GE4WUW	12
LPASA2134-22	GE4WUW	5
LPASA2135-22	GE4WUW	13
LPASA2137-22	GE4WUW	15
LPASA2138-22	GE4WUW	14
LPASA2139-22	GE4WUW	8
LPASA2140-22	GE4WUW	5
LPASA2141-22	GE4WUW	7
LPASA2142-22	GE4WUW	10
LPASA2143-22	GE4WUW	10
LPASA2144-22	GE4WUW	6
LPASA2145-22	GE4WUW	8
LPASA2146-22	GE4WUW	12
LPASA2147-22	GE4WUW	6
LPASA2148-22	GE4WUW	10
LPASA2149-22	GE4WUW	9
LPASA2150-22	GE4WUW	4
LPASA2151-22	GE4WUW	4
LPASA2152-22	GE4WUW	4
LPASA2153-22	GE4WUW	8
LPASA2154-22	GE4WUW	6
LPASA2155-22	GE4WUW	5
LPASA2156-22	GE4WUW	7
LPASA2157-22	GE4WUW	8
LPASA2158-22	GE4WUW	5
LPASA2159-22	GE4WUW	6
LPASA2160-22	GE4WUW	14
LPASA2161-22	GE4WUW	6
LPASA2162-22	GE4WUW	17
LPASA2163-22	GE4WUW	4
LPASA2165-22	GE4WUW	11
LPASA2166-22	GE4WUW	7
LPASA2167-22	GE4WUW	5
LPASA2168-22	GE4WUW	5
LPASA2169-22	GE4WUW	6
LPASA2170-22	GE4WUW	12
LPASA2171-22	GE4WUW	5
LPASA2172-22	GE4WUW	2
LPASA2174-22	GE4WUW	3
LPASA2175-22	GE4WUW	4
LPASA2176-22	GE4WUW	5
LPASA2177-22	GE4WUW	4
LPASA2178-22	GE4WUW	2
LPASA2179-22	GE4WUW	3
LPASA2180-22	GE4WUW	6
LPASA2181-22	GE4WUW	5
LPASA2182-22	GE4WUW	2
LPASA2185-22	GE4WUW	8
LPASA2186-22	GE4WUW	3
LPASA2187-22	GE4WUW	5
LPASA2188-22	GE4WUW	3
LPASA2189-22	GE4WUW	5
LPASA2190-22	GE4WUW	5
LPASA2192-22	GE4WUW	5
LPASA2193-22	GE4WUW	7
LPASA2195-22	GE4WUW	8
LPASA2196-22	GE4WUW	6
LPASA2197-22	GE4WUW	6
LPASA2198-22	GE4WUW	3
LPASA2201-22	GE4WUW	6
LPASA2202-22	GE4WUW	7
LPASA2203-22	GE4WUW	5
LPASA2204-22	GE4WUW	5
LPASA2205-22	GE4WUW	9
LPASA2206-22	GE4WUW	4
LPASA2207-22	GE4WUW	12
LPASA2208-22	GE4WUW	11
LPASA2209-22	GE4WUW	19
LPASA2210-22	GE4WUW	6
LPASA2211-22	GE4WUW	11
LPASA2212-22	GE4WUW	8
LPASA2213-22	GE4WUW	12
LPASA2214-22	GE4WUW	15
LPASA2215-22	GE4WUW	10
LPASA2216-22	GE4WUW	13
LPASA2217-22	GE4WUW	11
LPASA2218-22	GE4WUW	10
LPASA2219-22	GE4WUW	3
LPASA2220-22	GE4WUW	15
LPASA2221-22	GE4WUW	9
LPASA2222-22	GE4WUW	4
LPASA2223-22	GE4WUW	10
LPASA2224-22	GE4WUW	2
LPASA2225-22	GE4WUW	9
LPASA2226-22	GE4WUW	9
LPASA2227-22	GE4WUW	34
LPASA2228-22	GE4WUW	26
LPASA2229-22	GE4WUW	20
LPASA2230-22	GE4WUW	23
LPASA2231-22	GE4WUW	20
LPASA2232-22	GE4WUW	19
LPASA2233-22	GE4WUW	21
LPASA2234-22	GE4WUW	21
LPASA2235-22	GE4WUW	23
LPASA2236-22	GE4WUW	25
LPASA2237-22	GE4WUW	20
LPASA2238-22	GE4WUW	9
LPASA2239-22	GE4WUW	32
LPASA2240-22	GE4WUW	27
LPASA2241-22	GE4WUW	19
LPASA2242-22	GE4WUW	15
LPASA2243-22	GE4WUW	25
LPASA2244-22	GE4WUW	28
LPASA2245-22	GE4WUW	15
LPASA2246-22	GE4WUW	19
LPASA2247-22	GE4WUW	23
LPASA2248-22	GE4WUW	19
LPASA2249-22	GE4WUW	22
LPASA2250-22	GE4WUW	23
LPASA2251-22	GE4WUW	23
LPASA2252-22	GE4WUW	21
LPASA2253-22	GE4WUW	14
LPASA2254-22	GE4WUW	18
LPASA2255-22	GE4WUW	18
LPASA2256-22	GE4WUW	31
LPASA2257-22	GE4WUW	16
LPASA2258-22	GE4WUW	24
LPASA2259-22	GE4WUW	19
LPASA2260-22	GE4WUW	27
LPASA2261-22	GE4WUW	30
LPASA2262-22	GE4WUW	17
LPASA2263-22	GE4WUW	29
LPASA2264-22	GE4WUW	18
LPASA2265-22	GE4WUW	19
LPASA2266-22	GE4WUW	18
LPASA2267-22	GE4WUW	24
LPASA2268-22	GE4WUW	34
LPASA2269-22	GE4WUW	17
LPASA2270-22	GE4WUW	27
LPASA2271-22	GE4WUW	22
LPASA2272-22	GE4WUW	24
LPASA2273-22	GE4WUW	24
LPASA2274-22	GE4WUW	17
LPASA2275-22	GE4WUW	10
LPASA2276-22	GE4WUW	20
LPASA2277-22	GE4WUW	24
LPASA2278-22	GE4WUW	21
LPASA2279-22	GE4WUW	22
LPASA2280-22	GE4WUW	24
LPASA2281-22	GE4WUW	17
LPASA2282-22	GE4WUW	19
LPASA2283-22	GE4WUW	26
LPASA2284-22	GE4WUW	28
LPASA2285-22	GE4WUW	18
LPASA2286-22	GE4WUW	32
LPASA2287-22	GE4WUW	29
LPASA2288-22	GE4WUW	23
LPASA2289-22	GE4WUW	31
LPASA2290-22	GE4WUW	21
LPASA2291-22	GE4WUW	30
LPASA2292-22	GE4WUW	30
LPASA2293-22	GE4WUW	20
LPASA2294-22	GE4WUW	26
LPASA2295-22	GE4WUW	27
LPASA2296-22	GE4WUW	26
LPASA2297-22	GE4WUW	22
LPASA2298-22	GE4WUW	23
LPASA2299-22	GE4WUW	39
LPASA2300-22	GE4WUW	26
LPASA2301-22	GE4WUW	33
LPASA2302-22	GE4WUW	38
LPASA2303-22	GE4WUW	20
LPASA2304-22	GE4WUW	28
LPASA2305-22	GE4WUW	17
LPASA2306-22	GE4WUW	33
LPASA2307-22	GE4WUW	20
LPASA2308-22	GE4WUW	37
LPASA2309-22	GE4WUW	16
LPASA2310-22	GE4WUW	33
LPASA2311-22	GE4WUW	23
LPASA2312-22	GE4WUW	24
LPASA2313-22	GE4WUW	18
LPASA2314-22	GE4WUW	17
LPASA2315-22	GE4WUW	19
LPASA2316-22	GE4WUW	25
LPASA2317-22	GE4WUW	22
LPASA2318-22	GE4WUW	28
LPASA2319-22	GE4WUW	22
LPASA2320-22	GE4WUW	27
LPASA2321-22	GE4WUW	29
LPASA2322-22	GE4WUW	31
LPASA2323-22	GE4WUW	33
LPASA2324-22	GE4WUW	18
LPASA2325-22	GE4WUW	25
LPASA2326-22	GE4WUW	24
LPASA2327-22	GE4WUW	23
LPASA2328-22	GE4WUW	26
LPASA2329-22	GE4WUW	29
LPASA2330-22	GE4WUW	22
LPASA2331-22	GE4WUW	27
LPASA2332-22	GE4WUW	10
LPASA2333-22	GE4WUW	10
LPASA2334-22	GE4WUW	26
LPASA2335-22	GE4WUW	22
LPASA2336-22	GE4WUW	22
LPASA2337-22	GE4WUW	27
LPASA2338-22	GE4WUW	25
LPASA2339-22	GE4WUW	22
LPASA2340-22	GE4WUW	17
LPASA2341-22	GE4WUW	13
LPASA2342-22	GE4WUW	27
LPASA2343-22	GE4WUW	27
LPASA2344-22	GE4WUW	22
LPASA2345-22	GE4WUW	37
LPASA2346-22	GE4WUW	39
LPASA2347-22	GE4WUW	24
LPASA2348-22	GE4WUW	21
LPASA2349-22	GE4WUW	25
LPASA2350-22	GE4WUW	24
LPASA2351-22	GE4WUW	18
LPASA2352-22	GE4WUW	21
LPASA2353-22	GE4WUW	23
LPASA2354-22	GE4WUW	28
LPASA2355-22	GE4WUW	27
LPASA2356-22	GE4WUW	31
LPASA2357-22	GE4WUW	24
LPASA2358-22	GE4WUW	31
LPASA2359-22	GE4WUW	23
LPASA2360-22	GE4WUW	28
LPASA2361-22	GE4WUW	30
LPASA2362-22	GE4WUW	32
LPASA2363-22	GE4WUW	28
LPASA2364-22	GE4WUW	14
LPASA2365-22	GE4WUW	26
LPASA2366-22	GE4WUW	13
LPASA2367-22	GE4WUW	31
LPASA2368-22	GE4WUW	26
LPASA2369-22	GE4WUW	27
LPASA2370-22	GE4WUW	21
LPASA2371-22	GE4WUW	16
LPASA2372-22	GE4WUW	26
LPASA2373-22	GE4WUW	23
LPASA2374-22	GE4WUW	31
LPASA2375-22	GE4WUW	27
LPASA2376-22	GE4WUW	24
LPASA2377-22	GE4WUW	22
LPASA2378-22	GE4WUW	20
LPASA2379-22	GE4WUW	23
LPASA2380-22	GE4WUW	25
LPASA2381-22	GE4WUW	32
LPASA2382-22	GE4WUW	34
LPASA2383-22	GE4WUW	14
LPASA2384-22	GE4WUW	26
LPASA2385-22	GE4WUW	19
LPASA2386-22	GE4WUW	19
LPASA2387-22	GE4WUW	21
LPASA2388-22	GE4WUW	21
LPASA2389-22	GE4WUW	27
LPASA2390-22	GE4WUW	14
LPASA2391-22	GE4WUW	25
LPASA2392-22	GE4WUW	29
LPASA2393-22	GE4WUW	17
LPASA2394-22	GE4WUW	22
LPASA2395-22	GE4WUW	22
LPASA2396-22	GE4WUW	23
LPASA2397-22	GE4WUW	17
LPASA2398-22	GE4WUW	30
LPASA2399-22	GE4WUW	26
LPASA2400-22	GE4WUW	34
LPASA2401-22	GE4WUW	28
LPASA2402-22	GE4WUW	23
LPASA2403-22	GE4WUW	21
LPASA2404-22	GE4WUW	30
LPASA2405-22	GE4WUW	17
LPASA2406-22	GE4WUW	40
LPASA2407-22	GE4WUW	23
LPASA2408-22	GE4WUW	30
LPASA2409-22	GE4WUW	23
LPASA2410-22	GE4WUW	24
LPASA2411-22	GE4WUW	25
LPASA2412-22	GE4WUW	21
LPASA2413-22	GE4WUW	25
LPASA2414-22	GE4WUW	23
LPASA2415-22	GE4WUW	42
LPASA2416-22	GE4WUW	29
LPASA2417-22	GE4WUW	26
LPASA2418-22	GE4WUW	22
LPASA2419-22	GE4WUW	31
LPASA2420-22	GE4WUW	23
LPASA2421-22	GE4WUW	20
LPASA2422-22	GE4WUW	25
LPASA2423-22	GE4WUW	30
LPASA2424-22	GE4WUW	16
LPASA2425-22	GE4WUW	13
LPASA2426-22	GE4WUW	30
LPASA2427-22	GE4WUW	21
LPASA2428-22	GE4WUW	27
LPASA2429-22	GE4WUW	29
LPASA2430-22	GE4WUW	29
LPASA2431-22	GE4WUW	24
LPASA2432-22	GE4WUW	26
LPASA2433-22	GE4WUW	24
LPASA2434-22	GE4WUW	16
LPASA2435-22	GE4WUW	19
LPASA2436-22	GE4WUW	31
LPASA2437-22	GE4WUW	25
LPASA2438-22	GE4WUW	27
LPASA2439-22	GE4WUW	37
LPASA2440-22	GE4WUW	31
LPASA2441-22	GE4WUW	20
LPASA2442-22	GE4WUW	20
LPASA2443-22	GE4WUW	18
LPASA2444-22	GE4WUW	20
LPASA2445-22	GE4WUW	20
LPASA2446-22	GE4WUW	18
LPASA2447-22	GE4WUW	19
LPASA2448-22	GE4WUW	23
LPASA2449-22	GE4WUW	17
LPASA2450-22	GE4WUW	21
LPASA2451-22	GE4WUW	25
LPASA2452-22	GE4WUW	26
LPASA2453-22	GE4WUW	34
LPASA2454-22	GE4WUW	25
LPASA2455-22	GE4WUW	23
LPASA2456-22	GE4WUW	19
LPASA2457-22	GE4WUW	23
LPASA2458-22	GE4WUW	21
LPASA2459-22	GE4WUW	20
LPASA2460-22	GE4WUW	19
LPASA2461-22	GE4WUW	23
LPASA2462-22	GE4WUW	23
LPASA2463-22	GE4WUW	26
LPASA2464-22	GE4WUW	28
LPASA2465-22	GE4WUW	23
LPASA2466-22	GE4WUW	19
LPASA2467-22	GE4WUW	20
LPASA2468-22	GE4WUW	18
LPASA2469-22	GE4WUW	25
LPASA2470-22	GE4WUW	28
LPASA2471-22	GE4WUW	26
LPASA2472-22	GE4WUW	19
LPASA2473-22	GE4WUW	23
LPASA2474-22	GE4WUW	17
LPASA2475-22	GE4WUW	22
LPASA2476-22	GE4WUW	40
LPASA2477-22	GE4WUW	23
LPASA2478-22	GE4WUW	20
LPASA2479-22	GE4WUW	24
LPASA2480-22	GE4WUW	19
LPASA2481-22	GE4WUW	7
LPASA2482-22	GE4WUW	16
LPASA2483-22	GE4WUW	23
LPASA2484-22	GE4WUW	24
LPASA2485-22	GE4WUW	22
LPASA2486-22	GE4WUW	38
LPASA2487-22	GE4WUW	22
LPASA2488-22	GE4WUW	33
LPASA2489-22	GE4WUW	26
LPASA2490-22	GE4WUW	24
LPASA2491-22	GE4WUW	25
LPASA2492-22	GE4WUW	23
LPASA2493-22	GE4WUW	21
LPASA2494-22	GE4WUW	31
LPASA2495-22	GE4WUW	30
LPASA2496-22	GE4WUW	18
LPASA2497-22	GE4WUW	19
LPASA2498-22	GE4WUW	24
LPASA2499-22	GE4WUW	21
LPASA2500-22	GE4WUW	27
LPASA2501-22	GE4WUW	26
LPASA2502-22	GE4WUW	32
LPASA2503-22	GE4WUW	32
LPASA2504-22	GE4WUW	20
LPASA2505-22	GE4WUW	21
LPASA2506-22	GE4WUW	25
LPASA2507-22	GE4WUW	23
LPASA2508-22	GE4WUW	23
LPASA2509-22	GE4WUW	19
LPASA2510-22	GE4WUW	33
LPASA2511-22	GE4WUW	31
LPASA2512-22	GE4WUW	24
LPASA2513-22	GE4WUW	30
LPASA2514-22	GE4WUW	15
LPASA2515-22	GE4WUW	24
LPASA2516-22	GE4WUW	7
LPASA2517-22	GE4WUW	37
LPASA2518-22	GE4WUW	28
LPASA2519-22	GE4WUW	19
LPASA2520-22	GE4WUW	19
LPASA2521-22	GE4WUW	26
LPASA2522-22	GE4WUW	30
LPASA2523-22	GE4WUW	23
LPASA2524-22	GE4WUW	17
LPASA2525-22	GE4WUW	18
LPASA2526-22	GE4WUW	17
LPASA2527-22	GE4WUW	22
LPASA2528-22	GE4WUW	15
LPASA2529-22	GE4WUW	22
LPASA2530-22	GE4WUW	27
LPASA2531-22	GE4WUW	16
LPASA2532-22	GE4WUW	16
LPASA2533-22	GE4WUW	17
LPASA2534-22	GE4WUW	13
LPASA2535-22	GE4WUW	33
LPASA2536-22	GE4WUW	25
LPASA2537-22	GE4WUW	21
LPASA2538-22	GE4WUW	25
LPASA2539-22	GE4WUW	14
LPASA2540-22	GE4WUW	20
LPASA2541-22	GE4WUW	23
LPASA2542-22	GE4WUW	22
LPASA2543-22	GE4WUW	26
LPASA2544-22	GE4WUW	24
LPASA2545-22	GE4WUW	25
LPASA2546-22	GE4WUW	21
LPASA2547-22	GE4WUW	18
LPASA2548-22	GE4WUW	14
LPASA2549-22	GE4WUW	20
LPASA2550-22	GE4WUW	23
LPASA2551-22	GE4WUW	23
LPASA2552-22	GE4WUW	24
LPASA2553-22	GE4WUW	15
LPASA2554-22	GE4WUW	19
LPASA2555-22	GE4WUW	18
LPASA2556-22	GE4WUW	12
LPASA2557-22	GE4WUW	23
LPASA2558-22	GE4WUW	27
LPASA2559-22	GE4WUW	30
LPASA2560-22	GE4WUW	29
LPASA2561-22	GE4WUW	18
LPASA2562-22	GE4WUW	17
LPASA2563-22	GE4WUW	26
LPASA2564-22	GE4WUW	16
LPASA2565-22	GE4WUW	20
LPASA2566-22	GE4WUW	25
LPASA2567-22	GE4WUW	20
LPASA2568-22	GE4WUW	16
LPASA2569-22	GE4WUW	38
LPASA2570-22	GE4WUW	15
LPASA2571-22	GE4WUW	31
LPASA2572-22	GE4WUW	26
LPASA2573-22	GE4WUW	18
LPASA2574-22	GE4WUW	25
LPASA2575-22	GE4WUW	22
LPASA2576-22	GE4WUW	21
LPASA2577-22	GE4WUW	28
LPASA2578-22	GE4WUW	33
LPASA2579-22	GE4WUW	24
LPASA2580-22	GE4WUW	25
LPASA2581-22	GE4WUW	24
LPASA2582-22	GE4WUW	24
LPASA2583-22	GE4WUW	19
LPASA2584-22	GE4WUW	19
LPASA2585-22	GE4WUW	22
LPASA2586-22	GE4WUW	30
LPASA2587-22	GE4WUW	7
LPASA2588-22	GE4WUW	22
LPASA2589-22	GE4WUW	26
LPASA2590-22	GE4WUW	27
LPASA2591-22	GE4WUW	24
LPASA2592-22	GE4WUW	21
LPASA2593-22	GE4WUW	36
LPASA2594-22	GE4WUW	20
LPASA2595-22	GE4WUW	25
LPASA2596-22	GE4WUW	23
LPASA2597-22	GE4WUW	25
LPASA2598-22	GE4WUW	27
LPASA2599-22	GE4WUW	24
LPASA2600-22	GE4WUW	27
LPASA2601-22	GE4WUW	19
LPASA2602-22	GE4WUW	23
LPASA2603-22	GE4WUW	18
LPASA2604-22	GE4WUW	17
LPASA2605-22	GE4WUW	27
LPASA2606-22	GE4WUW	28
